Bahasa Indonesia,Bahasa Inggris,Matematika,Fisika,Biologi,Seni,Geografi,Sejarah,Pendidikan Jasmani,Kewirausahaan,Ekonomi,MBTI,Hobi,Gaya Belajar,Jurusan Kuliah
95,98,68,64,84,80,93,85,74,84,89,ESTJ,Menggambar,Kinestetik,Teknik Sipil
98,94,67,62,79,65,81,85,77,81,84,ISTP,Bangunan,Auditori,Teknik Sipil
92,97,64,59,85,76,88,88,65,87,90,ISTP,Bangunan,Visual,Teknik Sipil
93,92,62,61,78,68,80,95,60,89,81,ESTJ,Bangunan,Kinestetik,Teknik Sipil
86,85,75,54,84,79,92,81,77,82,80,ESTJ,Bangunan,Kinestetik,Teknik Sipil
94,100,66,70,83,78,94,95,66,80,82,ESTJ,Menggambar,Visual,Teknik Sipil
94,96,60,57,78,73,90,90,76,77,84,ESTJ,Menggambar,Visual,Teknik Sipil
97,85,70,55,71,72,95,94,62,78,89,ISTP,Menggambar,Kinestetik,Teknik Sipil
91,85,69,68,81,78,82,92,61,77,76,ISTP,Menggambar,Visual,Teknik Sipil
89,89,70,65,87,81,95,84,79,77,84,ISTP,Menggambar,Kinestetik,Teknik Sipil
100,95,74,58,77,73,85,86,79,80,75,ISTP,Menggambar,Auditori,Teknik Sipil
87,94,61,68,87,72,83,87,73,79,81,ISTP,Menggambar,Kinestetik,Teknik Sipil
93,96,63,51,85,67,92,91,65,77,84,ISTP,Menggambar,Auditori,Teknik Sipil
87,87,73,59,74,74,81,83,79,83,80,ISTP,Bangunan,Auditori,Teknik Sipil
100,96,75,65,79,84,86,90,75,85,78,ESTJ,Menggambar,Visual,Teknik Sipil
86,98,75,53,79,67,87,95,68,81,89,ISTP,Bangunan,Kinestetik,Teknik Sipil
96,85,72,61,73,80,90,89,64,84,75,ISTP,Menggambar,Kinestetik,Teknik Sipil
85,96,70,68,87,72,80,82,79,80,80,ESTJ,Menggambar,Kinestetik,Teknik Sipil
85,95,62,50,81,66,86,91,68,76,82,ESTJ,Menggambar,Kinestetik,Teknik Sipil
85,85,69,52,73,78,83,81,69,86,82,ESTJ,Bangunan,Kinestetik,Teknik Sipil
100,99,72,65,90,75,87,90,76,85,79,ESTJ,Menggambar,Auditori,Teknik Sipil
93,94,62,57,89,71,89,85,63,85,80,ESTJ,Menggambar,Visual,Teknik Sipil
88,87,72,60,89,67,89,80,65,75,89,ISTP,Bangunan,Auditori,Teknik Sipil
92,95,75,50,87,77,89,82,62,87,76,ESTJ,Menggambar,Kinestetik,Teknik Sipil
85,86,64,59,79,70,82,94,69,75,78,ISTP,Bangunan,Visual,Teknik Sipil
88,90,70,67,81,80,91,82,74,88,78,ESTJ,Menggambar,Auditori,Teknik Sipil
93,100,61,60,83,85,85,95,62,87,82,ESTJ,Bangunan,Auditori,Teknik Sipil
94,94,70,68,82,71,93,92,72,86,82,ESTJ,Bangunan,Visual,Teknik Sipil
86,92,72,62,74,84,84,90,70,86,90,ISTP,Menggambar,Auditori,Teknik Sipil
97,98,63,57,83,81,90,85,76,78,89,ESTJ,Bangunan,Visual,Teknik Sipil
94,91,63,70,85,69,82,87,67,82,85,ESTJ,Bangunan,Auditori,Teknik Sipil
99,92,60,58,75,68,86,80,69,88,82,ISTP,Bangunan,Kinestetik,Teknik Sipil
89,92,73,53,85,73,82,86,73,85,80,ESTJ,Menggambar,Kinestetik,Teknik Sipil
91,92,71,58,72,71,81,84,63,82,78,ISTP,Menggambar,Visual,Teknik Sipil
85,90,68,58,76,71,87,87,70,85,80,ESTJ,Bangunan,Kinestetik,Teknik Sipil
93,99,74,51,87,67,95,87,78,86,90,ISTP,Menggambar,Auditori,Teknik Sipil
91,85,65,61,76,69,83,88,75,85,77,ESTJ,Bangunan,Visual,Teknik Sipil
94,97,74,54,88,71,95,92,80,87,82,ESTJ,Bangunan,Kinestetik,Teknik Sipil
92,85,61,61,87,73,84,92,69,87,77,ISTP,Menggambar,Auditori,Teknik Sipil
100,88,72,63,71,81,92,85,74,81,84,ESTJ,Bangunan,Kinestetik,Teknik Sipil
91,88,65,52,71,80,83,81,72,86,78,ISTP,Bangunan,Visual,Teknik Sipil
90,97,66,64,72,68,81,89,79,79,90,ISTP,Bangunan,Kinestetik,Teknik Sipil
88,86,67,50,88,82,87,81,76,87,83,ISTP,Menggambar,Visual,Teknik Sipil
87,94,72,52,70,72,80,90,62,85,90,ISTP,Menggambar,Visual,Teknik Sipil
87,92,61,68,85,74,81,85,67,79,75,ISTP,Menggambar,Auditori,Teknik Sipil
98,94,74,58,78,68,85,92,79,87,77,ISTP,Bangunan,Kinestetik,Teknik Sipil
91,86,61,51,86,82,87,87,72,76,75,ISTP,Menggambar,Visual,Teknik Sipil
91,92,62,53,70,77,85,84,75,85,79,ESTJ,Bangunan,Kinestetik,Teknik Sipil
88,91,62,62,72,67,93,84,62,84,84,ESTJ,Menggambar,Auditori,Teknik Sipil
99,95,75,50,70,77,82,81,68,81,90,ISTP,Menggambar,Visual,Teknik Sipil
99,88,72,54,77,76,83,83,75,90,87,ISTP,Bangunan,Visual,Teknik Sipil
96,99,60,64,83,85,90,95,76,89,78,ESTJ,Menggambar,Auditori,Teknik Sipil
87,85,75,53,81,84,93,94,72,86,84,ISTP,Menggambar,Visual,Teknik Sipil
87,91,75,59,74,79,83,88,72,86,78,ESTJ,Bangunan,Auditori,Teknik Sipil
100,89,72,65,80,70,85,95,69,89,80,ISTP,Bangunan,Visual,Teknik Sipil
99,97,75,65,70,65,81,95,79,88,88,ISTP,Menggambar,Kinestetik,Teknik Sipil
90,96,69,65,73,80,88,93,79,83,88,ISTP,Menggambar,Auditori,Teknik Sipil
96,90,69,67,89,77,91,82,61,88,76,ESTJ,Bangunan,Kinestetik,Teknik Sipil
85,94,81,79,94,71,73,66,83,79,75,ISFJ,Membaca,Auditori,Kedokteran
86,94,84,72,94,55,68,73,77,76,78,ISFJ,Membaca,Kinestetik,Kedokteran
80,94,84,83,91,57,76,66,81,73,79,ISFJ,Biologi,Auditori,Kedokteran
83,84,80,76,93,64,78,66,84,65,72,INFJ,Membaca,Visual,Kedokteran
78,85,85,72,91,63,72,70,74,66,81,INFJ,Biologi,Visual,Kedokteran
82,90,81,79,90,75,71,65,74,69,79,INFJ,Membaca,Visual,Kedokteran
80,95,85,72,92,68,75,75,90,78,83,INFJ,Membaca,Kinestetik,Kedokteran
84,92,74,83,99,61,67,72,76,75,72,ISFJ,Biologi,Auditori,Kedokteran
83,94,74,80,96,68,68,67,86,73,77,INFJ,Biologi,Visual,Kedokteran
80,94,81,80,92,75,71,71,72,71,80,INFJ,Biologi,Visual,Kedokteran
79,95,74,72,100,60,69,72,76,74,79,ISFJ,Biologi,Auditori,Kedokteran
84,86,77,73,99,64,79,66,73,73,79,ISFJ,Membaca,Visual,Kedokteran
90,93,71,85,98,61,71,74,73,76,85,INFJ,Membaca,Visual,Kedokteran
82,86,72,80,94,59,74,67,90,65,85,INFJ,Biologi,Visual,Kedokteran
88,95,81,80,97,62,71,74,71,74,78,ISFJ,Membaca,Auditori,Kedokteran
88,84,76,85,98,69,75,71,87,74,82,ISFJ,Membaca,Auditori,Kedokteran
78,87,75,76,96,71,74,70,80,76,80,ISFJ,Biologi,Auditori,Kedokteran
87,92,73,77,90,60,65,71,71,67,78,INFJ,Membaca,Kinestetik,Kedokteran
90,86,85,73,97,59,77,77,73,70,82,ISFJ,Biologi,Visual,Kedokteran
90,94,82,84,96,70,73,77,75,78,74,ISFJ,Membaca,Auditori,Kedokteran
82,90,85,83,95,65,71,72,87,73,71,INFJ,Biologi,Auditori,Kedokteran
81,89,75,77,96,72,70,65,72,71,79,ISFJ,Biologi,Auditori,Kedokteran
87,82,75,79,99,66,71,65,86,76,72,ISFJ,Membaca,Auditori,Kedokteran
75,89,78,70,95,73,70,74,74,70,85,ISFJ,Membaca,Auditori,Kedokteran
81,83,79,77,91,60,66,70,77,73,72,ISFJ,Membaca,Kinestetik,Kedokteran
84,82,81,85,91,70,72,69,86,74,71,INFJ,Biologi,Visual,Kedokteran
83,91,77,76,98,73,68,65,79,68,81,INFJ,Membaca,Auditori,Kedokteran
76,80,74,74,91,71,69,71,84,71,78,ISFJ,Biologi,Visual,Kedokteran
84,87,72,79,96,70,66,78,90,69,72,INFJ,Membaca,Kinestetik,Kedokteran
90,86,79,78,96,62,78,80,70,78,73,INFJ,Biologi,Visual,Kedokteran
87,84,81,78,95,63,68,73,86,77,80,ISFJ,Biologi,Visual,Kedokteran
82,85,71,83,95,67,79,78,83,71,78,INFJ,Membaca,Auditori,Kedokteran
78,92,74,82,93,64,76,68,85,65,76,ISFJ,Biologi,Auditori,Kedokteran
86,93,82,79,93,74,67,68,82,78,80,INFJ,Biologi,Kinestetik,Kedokteran
86,91,75,84,100,69,66,68,90,78,78,INFJ,Membaca,Kinestetik,Kedokteran
77,91,80,83,96,74,75,73,76,72,78,INFJ,Membaca,Visual,Kedokteran
83,81,79,83,98,70,70,80,70,65,78,INFJ,Membaca,Auditori,Kedokteran
81,84,74,74,96,63,76,71,90,65,85,ISFJ,Membaca,Visual,Kedokteran
83,94,82,79,99,55,66,66,88,65,77,ISFJ,Membaca,Auditori,Kedokteran
78,84,73,71,91,70,65,68,84,76,85,ISFJ,Membaca,Auditori,Kedokteran
76,82,84,72,90,56,78,66,80,71,73,ISFJ,Membaca,Auditori,Kedokteran
78,86,71,72,94,74,75,77,75,71,74,ISFJ,Biologi,Kinestetik,Kedokteran
84,85,77,83,95,75,73,78,76,76,74,INFJ,Biologi,Auditori,Kedokteran
81,89,80,84,93,70,75,80,84,71,82,INFJ,Biologi,Auditori,Kedokteran
90,93,75,84,93,59,80,66,75,70,82,INFJ,Biologi,Visual,Kedokteran
75,88,76,75,99,58,77,79,84,76,76,INFJ,Biologi,Kinestetik,Kedokteran
79,83,75,77,98,56,70,78,70,79,77,INFJ,Membaca,Visual,Kedokteran
78,85,80,83,97,60,70,66,80,65,84,INFJ,Biologi,Visual,Kedokteran
81,89,77,73,100,55,79,78,90,74,82,INFJ,Biologi,Visual,Kedokteran
86,95,74,76,99,70,67,67,71,70,79,ISFJ,Biologi,Visual,Kedokteran
83,86,84,84,99,73,77,66,78,76,84,ISFJ,Membaca,Visual,Kedokteran
88,91,70,84,97,58,74,75,88,77,71,ISFJ,Biologi,Kinestetik,Kedokteran
76,81,74,72,93,73,66,70,88,73,85,ISFJ,Biologi,Kinestetik,Kedokteran
78,92,75,78,100,75,78,72,82,65,84,ISFJ,Membaca,Visual,Kedokteran
80,85,80,74,91,71,66,73,83,68,79,INFJ,Membaca,Kinestetik,Kedokteran
79,82,79,77,92,66,76,68,72,76,77,ISFJ,Membaca,Kinestetik,Kedokteran
77,80,85,76,95,73,80,65,86,68,71,ISFJ,Membaca,Kinestetik,Kedokteran
82,86,83,76,90,71,68,77,79,70,75,INFJ,Biologi,Auditori,Kedokteran
81,95,81,81,94,73,71,72,75,66,78,ISFJ,Biologi,Visual,Kedokteran
86,92,73,77,98,67,79,72,85,69,75,ISFJ,Membaca,Auditori,Kedokteran
90,92,75,75,94,55,73,76,78,68,82,ISFJ,Biologi,Visual,Kedokteran
83,92,70,74,98,68,79,78,84,70,77,ISFJ,Membaca,Visual,Kedokteran
83,82,78,78,97,71,75,78,87,75,74,INFJ,Membaca,Visual,Kedokteran
89,84,82,71,90,68,73,75,86,67,77,INFJ,Membaca,Visual,Kedokteran
85,86,76,84,95,55,76,76,80,72,72,ISFJ,Biologi,Kinestetik,Kedokteran
86,92,71,70,96,71,70,77,71,78,76,INFJ,Membaca,Auditori,Kedokteran
81,95,82,77,92,64,65,67,79,65,74,ISFJ,Biologi,Kinestetik,Kedokteran
80,82,70,71,99,71,68,77,79,69,83,ISFJ,Biologi,Kinestetik,Kedokteran
89,86,82,84,94,75,74,70,86,68,71,INFJ,Biologi,Kinestetik,Kedokteran
82,87,78,80,100,74,78,75,79,68,79,ISFJ,Membaca,Visual,Kedokteran
76,87,80,77,98,75,72,68,90,80,83,ISFJ,Biologi,Kinestetik,Kedokteran
77,81,80,82,93,60,65,67,75,76,77,INFJ,Membaca,Visual,Kedokteran
86,94,79,79,91,73,65,70,74,73,78,INFJ,Membaca,Visual,Kedokteran
86,93,84,82,100,66,67,80,87,75,83,INFJ,Biologi,Auditori,Kedokteran
82,84,71,71,99,66,80,67,89,78,70,INFJ,Biologi,Auditori,Kedokteran
79,87,83,72,96,65,70,77,81,73,82,INFJ,Biologi,Kinestetik,Kedokteran
76,81,70,76,92,72,67,73,88,73,82,ISFJ,Membaca,Kinestetik,Kedokteran
80,81,71,77,94,73,66,68,87,73,82,INFJ,Biologi,Visual,Kedokteran
89,95,70,71,95,59,70,80,76,77,85,ISFJ,Biologi,Kinestetik,Kedokteran
90,81,81,72,98,75,74,74,71,76,72,INFJ,Biologi,Auditori,Kedokteran
84,95,78,73,96,68,65,72,85,78,76,INFJ,Biologi,Auditori,Kedokteran
88,92,82,80,99,56,71,65,83,68,82,INFJ,Membaca,Visual,Kedokteran
80,80,82,85,92,56,69,66,78,71,74,INFJ,Membaca,Visual,Kedokteran
89,88,78,80,93,60,77,77,83,67,73,ISFJ,Membaca,Visual,Kedokteran
82,90,85,78,94,58,66,68,83,80,77,ISFJ,Biologi,Kinestetik,Kedokteran
88,81,80,71,98,75,74,77,85,69,82,ISFJ,Membaca,Auditori,Kedokteran
76,85,81,85,92,61,67,73,78,77,80,INFJ,Biologi,Auditori,Kedokteran
83,85,81,78,94,74,72,72,76,67,85,ISFJ,Membaca,Visual,Kedokteran
80,80,72,83,91,67,78,80,78,75,80,ISFJ,Biologi,Kinestetik,Kedokteran
75,85,71,74,93,73,78,65,90,70,80,ISFJ,Membaca,Kinestetik,Kedokteran
83,81,84,80,93,72,80,73,76,69,84,INFJ,Biologi,Kinestetik,Kedokteran
90,88,75,71,94,71,77,72,74,69,73,INFJ,Membaca,Visual,Kedokteran
77,94,74,71,95,75,71,77,85,65,80,INFJ,Membaca,Auditori,Kedokteran
78,95,77,84,90,71,71,77,89,69,76,INFJ,Membaca,Kinestetik,Kedokteran
84,85,81,78,97,65,73,66,87,68,78,INFJ,Membaca,Visual,Kedokteran
75,81,85,81,90,59,77,76,78,71,71,ISFJ,Membaca,Visual,Kedokteran
85,95,80,73,98,73,79,80,81,68,71,INFJ,Biologi,Auditori,Kedokteran
83,82,81,76,93,64,66,76,75,69,85,ISFJ,Biologi,Visual,Kedokteran
86,86,70,80,94,58,73,77,72,77,73,ISFJ,Biologi,Visual,Kedokteran
81,90,71,85,93,70,75,79,90,66,85,INFJ,Membaca,Kinestetik,Kedokteran
90,85,83,72,99,65,70,80,71,70,85,ISFJ,Biologi,Auditori,Kedokteran
84,92,71,75,91,59,74,80,70,70,76,INFJ,Biologi,Auditori,Kedokteran
76,82,70,71,94,60,74,70,77,80,82,ISFJ,Biologi,Auditori,Kedokteran
75,81,78,73,99,60,70,79,85,77,71,ISFJ,Membaca,Visual,Kedokteran
82,80,74,72,99,66,77,68,74,65,78,INFJ,Biologi,Visual,Kedokteran
76,84,82,76,92,61,73,72,73,70,71,ISFJ,Membaca,Visual,Kedokteran
78,94,77,79,98,75,74,65,79,65,81,INFJ,Membaca,Visual,Kedokteran
88,89,82,83,100,69,73,65,80,76,83,INFJ,Membaca,Visual,Kedokteran
78,83,74,77,93,65,73,75,89,69,73,INFJ,Membaca,Auditori,Kedokteran
79,91,83,72,100,56,71,75,82,80,85,INFJ,Biologi,Auditori,Kedokteran
77,89,84,82,97,66,65,78,77,69,73,INFJ,Membaca,Kinestetik,Kedokteran
82,93,85,82,100,72,65,78,71,69,79,ISFJ,Membaca,Kinestetik,Kedokteran
78,82,85,83,99,55,68,76,85,80,80,INFJ,Membaca,Auditori,Kedokteran
78,91,78,82,92,58,76,77,89,69,70,ISFJ,Biologi,Kinestetik,Kedokteran
77,91,71,74,92,68,79,66,76,76,84,INFJ,Membaca,Visual,Kedokteran
79,87,70,85,96,58,74,73,73,76,74,INFJ,Biologi,Auditori,Kedokteran
78,88,83,81,91,75,72,74,73,65,70,INFJ,Biologi,Kinestetik,Kedokteran
77,84,72,80,93,74,65,69,70,80,77,ISFJ,Membaca,Kinestetik,Kedokteran
85,89,74,83,99,60,78,69,86,75,84,ISFJ,Membaca,Visual,Kedokteran
83,87,83,79,100,64,78,68,72,66,76,INFJ,Biologi,Auditori,Kedokteran
86,82,73,72,90,58,78,74,85,80,77,ISFJ,Membaca,Kinestetik,Kedokteran
82,87,84,70,96,74,66,76,74,69,70,INFJ,Membaca,Visual,Kedokteran
82,92,81,72,94,74,75,71,79,69,77,ISFJ,Membaca,Kinestetik,Kedokteran
76,89,79,82,93,55,72,66,70,74,83,ISFJ,Membaca,Auditori,Kedokteran
90,84,79,74,95,61,77,80,76,73,78,INFJ,Biologi,Kinestetik,Kedokteran
75,93,70,84,92,65,75,79,87,66,75,ISFJ,Membaca,Kinestetik,Kedokteran
76,92,77,73,96,65,72,79,85,65,74,INFJ,Membaca,Visual,Kedokteran
82,93,79,78,90,69,71,78,79,69,85,ISFJ,Membaca,Visual,Kedokteran
86,83,85,79,96,61,76,76,70,73,71,INFJ,Biologi,Auditori,Kedokteran
85,81,77,79,95,70,70,69,85,76,76,INFJ,Membaca,Auditori,Kedokteran
85,80,85,73,91,55,71,76,87,75,76,ISFJ,Biologi,Visual,Kedokteran
79,88,74,73,98,72,78,80,88,65,73,INFJ,Membaca,Kinestetik,Kedokteran
87,95,75,81,95,73,80,75,84,67,79,ISFJ,Membaca,Auditori,Kedokteran
88,80,74,76,96,73,70,67,80,65,72,INFJ,Biologi,Visual,Kedokteran
76,90,75,74,95,60,76,78,86,69,79,ISFJ,Biologi,Auditori,Kedokteran
79,85,71,84,90,60,71,79,78,65,77,ISFJ,Membaca,Auditori,Kedokteran
77,82,76,71,99,64,70,65,78,68,83,ISFJ,Biologi,Auditori,Kedokteran
89,84,80,75,91,65,70,66,84,66,77,INFJ,Biologi,Auditori,Kedokteran
85,90,77,85,96,72,80,65,81,77,85,INFJ,Biologi,Visual,Kedokteran
79,94,81,73,93,58,68,71,73,74,85,INFJ,Membaca,Kinestetik,Kedokteran
76,84,73,82,97,70,76,75,79,79,78,INFJ,Membaca,Visual,Kedokteran
87,94,74,73,92,70,67,78,81,71,78,ISFJ,Biologi,Auditori,Kedokteran
89,83,82,80,98,72,67,74,78,68,71,ISFJ,Biologi,Kinestetik,Kedokteran
78,93,71,75,95,73,69,74,84,70,81,INFJ,Membaca,Auditori,Kedokteran
77,85,71,74,90,64,66,76,89,69,72,INFJ,Membaca,Visual,Kedokteran
86,92,84,83,94,68,75,67,90,73,85,INFJ,Biologi,Visual,Kedokteran
76,81,81,74,94,56,68,74,72,73,74,ISFJ,Biologi,Kinestetik,Kedokteran
85,80,70,81,97,64,78,76,87,78,84,ISFJ,Membaca,Visual,Kedokteran
76,88,82,76,90,71,73,68,76,65,85,ISFJ,Membaca,Auditori,Kedokteran
82,80,77,70,93,71,74,70,81,71,74,INFJ,Biologi,Kinestetik,Kedokteran
81,84,77,75,100,71,66,65,79,74,83,ISFJ,Biologi,Kinestetik,Kedokteran
76,80,72,82,97,56,78,75,88,79,83,INFJ,Membaca,Kinestetik,Kedokteran
77,84,71,82,96,55,79,80,86,72,76,ISFJ,Biologi,Kinestetik,Kedokteran
77,93,75,81,99,69,76,73,70,68,82,ISFJ,Membaca,Visual,Kedokteran
86,80,77,75,90,60,69,66,88,70,76,INFJ,Membaca,Kinestetik,Kedokteran
75,82,78,82,100,65,70,80,74,73,82,ISFJ,Biologi,Kinestetik,Kedokteran
82,82,80,75,97,55,69,67,87,69,80,ISFJ,Biologi,Auditori,Kedokteran
86,82,80,74,93,56,74,78,87,77,82,ISFJ,Biologi,Visual,Kedokteran
82,83,80,79,97,60,69,67,78,80,77,INFJ,Membaca,Kinestetik,Kedokteran
88,82,77,84,97,57,79,68,72,74,77,ISFJ,Membaca,Auditori,Kedokteran
84,93,70,70,100,75,74,72,85,76,82,ISFJ,Biologi,Kinestetik,Kedokteran
79,80,71,70,97,56,80,66,85,75,73,ISFJ,Membaca,Visual,Kedokteran
88,94,71,70,93,62,69,68,74,77,71,ISFJ,Membaca,Auditori,Kedokteran
87,91,73,83,91,62,75,69,77,71,79,INFJ,Membaca,Visual,Kedokteran
87,85,71,75,91,59,66,69,82,78,74,INFJ,Biologi,Kinestetik,Kedokteran
86,81,79,76,91,66,78,69,89,71,70,ISFJ,Membaca,Kinestetik,Kedokteran
86,82,85,76,93,57,78,77,87,65,75,ISFJ,Membaca,Visual,Kedokteran
79,91,72,70,91,67,66,70,88,74,80,INFJ,Membaca,Auditori,Kedokteran
76,91,82,84,95,55,72,76,70,66,85,ISFJ,Biologi,Visual,Kedokteran
81,87,72,82,90,58,68,78,77,79,84,ISFJ,Membaca,Visual,Kedokteran
89,89,72,75,96,68,71,69,82,70,72,INFJ,Biologi,Visual,Kedokteran
77,83,70,77,92,55,71,69,89,73,82,ISFJ,Biologi,Visual,Kedokteran
86,90,75,85,90,56,80,69,75,71,71,INFJ,Biologi,Auditori,Kedokteran
82,89,70,85,98,63,75,73,75,74,80,INFJ,Membaca,Visual,Kedokteran
83,90,78,77,96,74,77,67,84,66,70,ISFJ,Membaca,Kinestetik,Kedokteran
78,87,70,72,93,74,69,71,89,71,71,ISFJ,Biologi,Visual,Kedokteran
80,80,85,77,95,72,71,75,89,65,77,ISFJ,Biologi,Auditori,Kedokteran
87,88,84,84,91,71,66,79,89,71,81,ISFJ,Biologi,Kinestetik,Kedokteran
80,85,73,73,93,63,76,78,73,67,71,ISFJ,Biologi,Auditori,Kedokteran
89,86,76,80,90,59,71,79,81,77,78,INFJ,Membaca,Auditori,Kedokteran
82,94,74,85,91,60,73,75,78,80,81,INFJ,Biologi,Visual,Kedokteran
76,90,74,81,94,64,79,66,81,65,74,INFJ,Biologi,Visual,Kedokteran
75,92,70,80,95,68,76,68,78,78,80,INFJ,Biologi,Auditori,Kedokteran
82,95,78,84,96,57,78,76,82,69,77,INFJ,Biologi,Auditori,Kedokteran
77,86,73,79,96,73,68,67,82,79,78,ISFJ,Membaca,Kinestetik,Kedokteran
79,89,70,78,99,62,65,73,87,77,85,ISFJ,Membaca,Auditori,Kedokteran
79,90,82,77,94,71,69,65,87,72,85,ISFJ,Biologi,Auditori,Kedokteran
84,94,82,76,95,65,67,68,77,74,78,ISFJ,Biologi,Auditori,Kedokteran
79,95,83,83,98,72,79,73,72,71,70,ISFJ,Membaca,Auditori,Kedokteran
78,87,78,77,100,70,80,76,84,77,72,ISFJ,Membaca,Kinestetik,Kedokteran
90,91,78,79,99,68,66,79,70,72,84,ISFJ,Biologi,Kinestetik,Kedokteran
75,81,84,83,96,71,74,79,79,75,83,INFJ,Membaca,Kinestetik,Kedokteran
77,93,83,78,95,56,67,72,86,67,72,INFJ,Biologi,Visual,Kedokteran
90,83,83,79,97,74,66,67,70,70,73,INFJ,Membaca,Visual,Kedokteran
79,80,83,76,93,60,80,74,77,73,73,INFJ,Biologi,Auditori,Kedokteran
87,90,83,85,99,59,76,67,73,73,75,ISFJ,Membaca,Kinestetik,Kedokteran
82,94,70,85,99,66,80,80,83,77,81,INFJ,Biologi,Visual,Kedokteran
77,84,76,85,99,60,79,67,78,66,83,ISFJ,Biologi,Visual,Kedokteran
87,87,64,66,79,85,85,90,65,78,79,INFP,Menulis,Visual,Psikologi
88,91,64,58,71,70,86,93,80,89,86,ENFP,Menulis,Visual,Psikologi
87,100,65,69,79,82,94,84,76,82,81,INFP,Menulis,Auditori,Psikologi
88,92,66,67,88,78,81,86,77,77,81,ENFP,Musik,Kinestetik,Psikologi
94,86,71,69,81,72,80,82,69,85,80,ENFP,Musik,Auditori,Psikologi
95,88,68,60,86,70,90,89,76,83,84,ENFP,Musik,Visual,Psikologi
98,93,75,56,82,79,89,94,75,88,89,INFP,Musik,Auditori,Psikologi
94,95,62,68,71,69,95,86,63,90,80,ENFP,Musik,Auditori,Psikologi
89,99,75,53,89,70,91,89,73,89,78,INFP,Menulis,Auditori,Psikologi
98,97,71,55,78,85,90,80,67,77,87,INFP,Menulis,Kinestetik,Psikologi
91,89,63,62,86,70,83,86,78,83,80,ENFP,Menulis,Kinestetik,Psikologi
87,85,64,59,89,82,81,84,79,86,85,INFP,Menulis,Visual,Psikologi
95,98,71,57,89,78,93,82,67,90,78,INFP,Musik,Visual,Psikologi
90,91,71,52,85,66,84,84,71,75,84,INFP,Menulis,Auditori,Psikologi
91,94,67,50,84,67,89,87,68,80,79,INFP,Menulis,Visual,Psikologi
96,92,66,56,84,79,82,91,66,75,77,ENFP,Menulis,Visual,Psikologi
98,94,72,68,75,82,90,92,60,81,90,INFP,Menulis,Auditori,Psikologi
96,100,64,58,83,81,92,83,63,82,77,ENFP,Menulis,Visual,Psikologi
99,97,66,53,76,81,90,83,68,80,90,ENFP,Musik,Kinestetik,Psikologi
90,96,61,66,76,70,93,86,67,84,78,INFP,Menulis,Kinestetik,Psikologi
87,99,69,52,77,73,90,84,75,90,78,ENFP,Musik,Kinestetik,Psikologi
86,92,62,61,83,73,92,92,62,75,78,INFP,Musik,Auditori,Psikologi
86,87,62,50,84,78,81,89,74,76,90,ENFP,Musik,Visual,Psikologi
95,86,68,67,76,73,93,91,68,78,83,INFP,Menulis,Auditori,Psikologi
95,85,60,57,78,84,92,86,76,76,82,ENFP,Musik,Auditori,Psikologi
94,96,71,65,70,74,94,84,73,83,90,ENFP,Menulis,Visual,Psikologi
87,95,75,70,78,84,84,87,63,84,85,INFP,Musik,Visual,Psikologi
89,89,64,64,89,73,91,83,77,84,77,ENFP,Musik,Visual,Psikologi
95,85,66,70,82,66,84,83,79,77,79,INFP,Musik,Kinestetik,Psikologi
87,87,74,54,77,80,81,89,61,76,76,INFP,Menulis,Kinestetik,Psikologi
95,99,64,52,76,65,95,89,72,82,82,INFP,Menulis,Kinestetik,Psikologi
87,89,67,60,90,83,81,93,60,87,86,INFP,Musik,Visual,Psikologi
88,95,62,58,87,73,83,84,71,80,90,INFP,Musik,Auditori,Psikologi
91,85,68,61,70,66,92,82,61,86,87,INFP,Musik,Visual,Psikologi
96,87,72,54,70,66,82,95,78,76,90,ENFP,Musik,Auditori,Psikologi
89,96,60,51,87,83,90,84,73,79,76,INFP,Menulis,Kinestetik,Psikologi
98,98,69,61,85,69,88,82,62,84,75,ENFP,Musik,Kinestetik,Psikologi
89,85,66,60,89,65,82,84,80,79,78,ENFP,Musik,Kinestetik,Psikologi
96,99,72,56,71,76,93,91,67,77,76,ENFP,Musik,Visual,Psikologi
94,92,71,56,89,79,93,89,61,78,75,INFP,Menulis,Auditori,Psikologi
93,100,65,69,76,67,95,85,60,77,86,INFP,Menulis,Kinestetik,Psikologi
98,91,66,60,78,65,81,94,65,76,78,ENFP,Musik,Kinestetik,Psikologi
98,89,75,56,75,65,94,88,64,86,84,ENFP,Musik,Visual,Psikologi
85,97,75,57,87,83,86,95,70,75,90,ENFP,Menulis,Kinestetik,Psikologi
93,100,70,65,81,76,88,92,68,85,90,INFP,Menulis,Visual,Psikologi
87,90,68,59,71,80,93,89,66,78,81,ENFP,Menulis,Kinestetik,Psikologi
86,97,66,64,83,75,91,85,79,81,80,INFP,Menulis,Auditori,Psikologi
85,97,63,66,84,80,89,90,71,78,80,INFP,Menulis,Auditori,Psikologi
91,94,61,68,88,74,91,92,79,83,76,INFP,Menulis,Visual,Psikologi
93,95,75,51,77,76,80,94,78,86,86,ENFP,Menulis,Auditori,Psikologi
89,98,73,54,85,81,92,80,68,88,82,ENFP,Menulis,Auditori,Psikologi
99,87,69,58,70,70,91,90,68,81,76,INFP,Menulis,Visual,Psikologi
90,93,63,64,82,74,95,89,65,78,82,ENFP,Menulis,Kinestetik,Psikologi
